date,ticker,action,shares,market_price,executed_price,total
2021-06-21,BBWI,sell,207.0,48.144996643066406,46.387955116057384,9602.306709023878
2021-06-21,AN,sell,35.0,91.23999786376953,90.02232546969289,3150.781391439251
2021-06-21,HUM,sell,16.0,416.7313232421875,416.726394003122,6667.622304049952
2021-06-21,WMT,sell,458.0,42.82456970214844,42.31078788463463,19378.34085116266
2021-06-21,FF,buy,1148.0,5.733236789703369,7.509755435039485,8621.199239425328
2021-06-21,ABG,buy,126.0,161.30999755859375,162.71668030798082,20502.301718805582
2021-09-20,BBWI,sell,258.0,58.47178268432617,56.78014597805409,14649.277662337954
2021-09-20,AN,sell,100.0,118.81999969482422,118.41416786854059,11841.416786854059
2021-09-20,ABG,sell,126.0,179.11000061035156,178.0011447294407,22428.14423590953
2021-09-20,FF,buy,3277.0,4.340338230133057,5.948793381081506,19494.195909804097
2021-09-20,HUM,buy,22.0,387.25909423828125,387.46723239155017,8524.279112614104
2021-09-20,EAT,buy,464.0,49.68000030517578,50.189682464781015,23288.012663658392
2021-12-20,BBWI,sell,145.0,61.81779479980469,60.38923498416144,8756.43907270341
2021-12-20,AN,sell,5.0,110.55999755859375,109.39139187112535,546.9569593556267
2021-12-20,FF,sell,831.0,4.262605667114258,2.836282954782369,2356.9511354241486
2021-12-20,HUM,sell,68.0,433.05718994140625,431.65869646389467,29352.791359544837
2021-12-20,EAT,buy,480.0,35.540000915527344,35.61525032019259,17095.320153692443
2021-12-20,ABG,buy,128.0,159.35000610351562,160.72966051070557,20573.396545370313
2022-03-21,FF,sell,3014.0,5.802995681762695,4.612408502216459,13901.799225680406
2022-03-21,EAT,sell,67.0,35.97999954223633,34.96260417082217,2342.4944794450853
2022-03-21,ABG,sell,128.0,188.47000122070312,187.3252034505335,23977.62604166829
2022-03-21,BBWI,buy,479.0,45.00250244140625,45.537473555866626,21812.449833260114
2022-03-21,AN,buy,37.0,117.9800033569336,118.89887798616796,4399.258485488214
2022-03-21,HUM,buy,37.0,420.023193359375,420.94453595401706,15574.947830298632
2022-06-20,AN,sell,93.0,110.63999938964844,110.16805026153055,10245.62867432234
2022-06-20,FF,sell,240.0,4.327108860015869,2.354126729225986,564.9904150142366
2022-06-20,HUM,sell,19.0,412.6590881347656,411.5470539115506,7819.394024319462
2022-06-20,BBWI,buy,337.0,30.756423950195312,32.503336738456056,10953.624480859691
2022-06-20,EAT,buy,333.0,24.110000610351562,24.478656630956376,8151.392658108473
2022-09-19,BBWI,sell,178.0,35.739952087402344,35.71605992700237,6357.458667006422
2022-09-19,EAT,sell,236.0,28.260000228881836,27.0972204366306,6394.944023044822
2022-09-19,HUM,sell,18.0,483.4381408691406,482.85517159316544,8691.393088676978
2022-09-19,AN,buy,28.0,110.68000030517578,111.32555514619058,3117.115544093336
2022-09-19,FF,buy,1464.0,3.865169048309326,5.137944816487711,7521.95121133801
2022-09-19,ABG,buy,69.0,158.7899932861328,159.02417787279876,10972.668273223115
2022-12-19,FF,sell,1351.0,5.216475486755371,4.667589158856111,6305.912953614606
2022-12-19,EAT,sell,160.0,33.099998474121094,32.63672100615111,5221.875360984178
2022-12-19,BBWI,buy,49.0,37.42616271972656,38.22708401874771,1873.1271169186377
2022-12-19,AN,buy,50.0,108.19000244140625,108.25303235285143,5412.651617642572
2022-12-19,ABG,buy,11.0,161.8699951171875,163.69868125194554,1800.685493771401
2023-03-20,AN,sell,29.0,127.43000030517578,126.11104074994931,3657.22018174853
2023-03-20,EAT,sell,139.0,36.34000015258789,34.41222194297746,4783.298850073867
2023-03-20,ABG,sell,80.0,200.24000549316406,198.5048969794135,15880.39175835308
2023-03-20,BBWI,buy,348.0,32.45500183105469,32.61075755099204,11348.54362774523
2023-03-20,FF,buy,1493.0,4.406881332397461,5.288778239129178,7896.145911019863
2023-03-20,CAH,buy,87.0,67.41899871826172,69.27055566303557,6026.5383426840945
2023-06-19,BBWI,sell,87.0,36.51170349121094,36.35470904306641,3162.8596867467772
2023-06-19,AN,sell,22.0,149.16000366210938,147.43719401711277,3243.618268376481
2023-06-19,FF,sell,428.0,5.214675426483154,4.647438329936172,1989.1036052126815
2023-06-19,CAH,sell,87.0,87.05014038085938,86.50939434503768,7526.317308018278
2023-06-19,EAT,buy,128.0,36.38999938964844,37.40996117418189,4788.475030295282
2023-06-19,AAP,buy,123.0,65.52079010009766,66.5716476153663,8188.3126566900555
2023-09-18,BBWI,sell,54.0,34.012237548828125,33.89784223176293,1830.4834805151982
2023-09-18,AN,sell,59.0,155.3800048828125,155.30280856367753,9162.865705256974
2023-09-18,EAT,buy,165.0,31.139999389648438,31.440346550376475,5187.657180812118
2023-09-18,FF,buy,135.0,4.37451696395874,5.431899318537432,733.3064080025532
2023-09-18,AAP,buy,107.0,55.2470588684082,56.64785783328747,6061.320788161759
2023-12-18,BBWI,sell,143.0,39.30552291870117,37.92914928334985,5423.868347519028
2023-12-18,EAT,sell,378.0,41.06999969482422,40.57511735526461,15337.394360290022
2023-12-18,AN,buy,58.0,146.94000244140625,147.58552696886542,8559.960564194194
2023-12-18,FF,buy,2565.0,3.8321053981781006,4.283133434969942,10986.237260697902
2023-12-18,AAP,buy,21.0,57.90425491333008,59.12349103068693,1241.5933116444255
2024-03-18,AN,sell,100.0,158.85000610351562,157.67341343838993,15767.341343838993
2024-03-18,AAP,sell,251.0,80.6961441040039,79.86271816146042,20045.542258526566
2024-03-18,BBWI,buy,132.0,44.161258697509766,45.716769507323136,6034.613574966654
2024-03-18,FF,buy,799.0,4.848551273345947,4.873219777051254,3893.702601863952
2024-03-18,EAT,buy,62.0,47.08000183105469,48.318078245855894,2995.720851243065
2024-03-18,STKS,buy,4641.0,4.199999809265137,6.173314226643391,28650.351325851978
2024-06-17,AN,sell,21.0,168.5,168.327401697741,3534.875435652561
2024-06-17,EAT,sell,652.0,68.5199966430664,68.44847604643152,44628.40638227335
2024-06-17,STKS,sell,4641.0,4.739999771118164,4.537009633272939,21056.261708019712
2024-06-17,BBWI,buy,259.0,40.27789306640625,41.93331561604316,10860.72874455518
2024-06-17,FF,buy,1939.0,4.249560832977295,4.609560343742057,8937.93750651585
2024-06-17,AAP,buy,398.0,61.704856872558594,63.42246438996471,25242.140827205953
2024-06-17,RUSHB,buy,453.0,38.52489471435547,39.97496889373152,18108.66090886038
2024-09-16,AN,sell,124.0,167.10000610351562,167.0068420544289,20708.848414749184
2024-09-16,FF,sell,5548.0,5.175490856170654,4.6010527509969235,25526.640662530932
2024-09-16,RUSHB,sell,453.0,46.708168029785156,46.11873154409365,20891.785389474422
2024-09-16,BBWI,buy,549.0,27.815624237060547,29.482543265870863,16185.916252963103
2024-09-16,AAP,buy,428.0,39.72043991088867,39.85453255688627,17057.739934347323
2024-09-16,EAT,buy,300.0,72.26000213623047,72.45214437820965,21735.643313462897
2024-09-16,STKS,buy,4257.0,3.5,4.844539084386274,20623.20288223237
2024-12-16,BBWI,sell,564.0,37.40131378173828,36.42128344532053,20541.60386316078
2024-12-16,EAT,sell,300.0,132.36000061035156,130.74575843119734,39223.7275293592
2024-12-16,AAP,buy,28.0,42.748191833496094,43.85320470846756,1227.8897318370916
2024-12-16,FF,buy,1793.0,4.887662887573242,6.034437720276823,10819.746832456343
2024-12-16,STKS,buy,4666.0,2.9600000381469727,4.455904303109822,20791.24947831043
2024-12-16,SBH,buy,1955.0,12.420000076293945,14.147902123718978,27659.148651870604
